api_name,text_clean
get_RebootRequired,Gets a Boolean value that indicates whether a system restart is required on a computer to complete the installation of an update.
get_RebootRequired,Gets a Boolean value that indicates whether a system restart is required on a computer to complete the installation or the uninstallation of an update.
get_RebootRequired,Gets a Boolean value that indicates whether a system restart is required to complete the installation or uninstallation of one or more updates.
get_RebootRequired,Gets a Boolean value that indicates whether the computer must be restarted after you install or uninstall an update.
get_RebootRequired,Gets a Boolean value that indicates whether you must restart the computer to complete the installation or uninstallation of an update.
get_RebootRequiredBeforeInstallation,Gets a Boolean value that indicates whether a system restart is required before installing or uninstalling updates.
get_ReceiptAddress,"A null-terminated string containing the address to which a delivery report will be sent, indicating success or failure."
get_ReceiptAddress,is a null-terminated string that indicates the email address to which the fax service should send a delivery receipt when the fax job reaches a final state. 
get_ReceiptAddress,Specifies the address to which the delivery report is sent.
get_ReceiptOptions,creates a IFaxReceiptOptions configuration interface. The object permits a fax client application to set and retrieve the receipt configuration that the fax service uses to send fax receipts.
get_ReceiptType,"is a value that specifies the type of delivery receipt to deliver when the fax message reaches a final state. The receipt type can be Simple Mail Transport Protocol  mail, a message box, or no receipt."
get_ReceiptType,specifies the type of delivery receipt to deliver when the fax job reaches a final state. 
get_ReceiptType,Specifies the type of delivery report that is sent following an attempted transmission.
get_Receive,is a Boolean value that indicates whether a specified fax port is enabled to receive faxes. 
get_Receive,Retrieves the Receive property for the FaxStatus object of a parent FaxPort object. The Receive property is a Boolean value that indicates whether a specified fax port is currently receiving a fax.
get_ReceiveMode,is a value from the FAX_DEVICE_RECEIVE_MODE_ENUM enumeration that defines the way a device answers an incoming call. 
get_ReceiveTime,Retrieves the ReceiveTime property for a FaxTiff object.
get_ReceivingNow,is a Boolean value that indicates whether the fax device is receiving a fax at the moment the property is retrieved .
get_Recipient,retrieves an interface containing information about the recipient of the fax message.
get_Recipient,retrieves an interface to an object containing information about the recipient of the fax job.
get_RecipientAddress,Sets or retrieves the RecipientAddress property of a FaxDoc object. The RecipientAddress property is a null-terminated string that contains the street address of the recipient of the fax transmission. 
get_RecipientCity,Sets or retrieves the RecipientCity property of a FaxDoc object. The RecipientCity property is a null-terminated string that contains the city name of the recipient of the fax transmission. 
get_RecipientCompany,Sets or retrieves the RecipientCompany property of a FaxDoc object. The RecipientCompany property is a null-terminated string that contains the company name of the recipient of the fax transmission. 
get_RecipientCountry,Sets or retrieves the RecipientCountry property of a FaxDoc object. The RecipientCountry property is a null-terminated string that contains the country/region of the recipient of the fax transmission. 
get_RecipientDepartment,Sets or retrieves the RecipientDepartment property of a FaxDoc object. The RecipientDepartment property is a null-terminated string that contains the department of the recipient of the fax transmission. 
get_RecipientHomePhone,Sets or retrieves the RecipientHomePhone property of a FaxDoc object. The RecipientHomePhone property is a null-terminated string that contains the home telephone number of the recipient of the fax transmission. 
get_RecipientName,is a null-terminated string that contains the name of the recipient of the fax job.
get_RecipientName,Retrieves the RecipientName property for a FaxStatus object. The RecipientName property is a null-terminated string that contains the name of the recipient of an inbound fax transmission.
get_RecipientName,Retrieves the RecipientName property for a FaxTiff object. The RecipientName property is a null-terminated string that contains the name of the recipient for the specified fax file.
get_RecipientName,Sets or retrieves the RecipientName property of a FaxDoc object. The RecipientName property is a null-terminated string that contains the name of the recipient of the fax transmission. 
get_RecipientNumber,Retrieves the RecipientNumber property for a FaxTiff object. The RecipientNumber property is a null-terminated string that contains the fax number to which a fax was transmitted.
